Report Date,Age Group,Fatality Count,Percent
10/02/2021,0 to 9,17,0
10/02/2021,10 to 19,15,0
10/02/2021,20 to 29,163,0.4
10/02/2021,30 to 39,539,1.2
10/02/2021,40 to 49,1335,3
10/02/2021,50 to 59,3807,8.5
10/02/2021,60 to 69,8086,18.1
10/02/2021,70 to 79,11552,25.9
10/02/2021,80 to 89,12056,27.1
10/02/2021,90 and Over,7062,15.8
10/02/2021,Unknown,9,0
10/02/2021,Statewide Total,44641,100
10/01/2021,0 to 9,17,0
10/01/2021,10 to 19,15,0
10/01/2021,20 to 29,163,0.4
10/01/2021,30 to 39,539,1.2
10/01/2021,40 to 49,1334,3
10/01/2021,50 to 59,3804,8.5
10/01/2021,60 to 69,8078,18.1
10/01/2021,70 to 79,11542,25.9
10/01/2021,80 to 89,12048,27.1
10/01/2021,90 and Over,7061,15.8
10/01/2021,Unknown,9,0
10/01/2021,Statewide Total,44610,100
09/30/2021,0 to 9,17,0
09/30/2021,10 to 19,15,0
09/30/2021,20 to 29,163,0.4
09/30/2021,30 to 39,537,1.2
09/30/2021,40 to 49,1334,3
09/30/2021,50 to 59,3796,8.5
09/30/2021,60 to 69,8074,18.1
09/30/2021,70 to 79,11539,25.9
09/30/2021,80 to 89,12045,27.1
09/30/2021,90 and Over,7058,15.8
09/30/2021,Unknown,9,0
09/30/2021,Statewide Total,44587,100
09/29/2021,0 to 9,17,0
09/29/2021,10 to 19,15,0
09/29/2021,20 to 29,163,0.4
09/29/2021,30 to 39,537,1.2
09/29/2021,40 to 49,1334,3
09/29/2021,50 to 59,3791,8.5
09/29/2021,60 to 69,8068,18.1
09/29/2021,70 to 79,11531,25.9
09/29/2021,80 to 89,12031,27.1
09/29/2021,90 and Over,7054,15.8
09/29/2021,Unknown,9,0
09/29/2021,Statewide Total,44550,100
09/28/2021,0 to 9,17,0
09/28/2021,10 to 19,15,0
09/28/2021,20 to 29,163,0.4
09/28/2021,30 to 39,535,1.2
09/28/2021,40 to 49,1334,3
09/28/2021,50 to 59,3782,8.5
09/28/2021,60 to 69,8060,18.1
09/28/2021,70 to 79,11522,25.9
09/28/2021,80 to 89,12024,27.1
09/28/2021,90 and Over,7049,15.8
09/28/2021,Unknown,9,0
09/28/2021,Statewide Total,44510,100
09/27/2021,0 to 9,17,0
09/27/2021,10 to 19,15,0
09/27/2021,20 to 29,162,0.4
09/27/2021,30 to 39,534,1.2
09/27/2021,40 to 49,1333,3
09/27/2021,50 to 59,3774,8.5
09/27/2021,60 to 69,8050,18.1
09/27/2021,70 to 79,11509,25.9
09/27/2021,80 to 89,12018,27.1
09/27/2021,90 and Over,7042,15.8
09/27/2021,Unknown,9,0
09/27/2021,Statewide Total,44463,100
09/26/2021,0 to 9,17,0
09/26/2021,10 to 19,15,0
09/26/2021,20 to 29,162,0.4
09/26/2021,30 to 39,533,1.2
09/26/2021,40 to 49,1331,3
09/26/2021,50 to 59,3769,8.5
09/26/2021,60 to 69,8040,18.1
09/26/2021,70 to 79,11505,25.9
09/26/2021,80 to 89,12012,27.1
09/26/2021,90 and Over,7038,15.8
09/26/2021,Unknown,9,0
09/26/2021,Statewide Total,44431,100
09/25/2021,0 to 9,17,0
09/25/2021,10 to 19,15,0
09/25/2021,20 to 29,162,0.4
09/25/2021,30 to 39,532,1.2
09/25/2021,40 to 49,1327,3
09/25/2021,50 to 59,3765,8.5
09/25/2021,60 to 69,8034,18.1
09/25/2021,70 to 79,11501,25.9
09/25/2021,80 to 89,12009,27.1
09/25/2021,90 and Over,7036,15.8
09/25/2021,Unknown,9,0
09/25/2021,Statewide Total,44407,100
09/24/2021,0 to 9,17,0
09/24/2021,10 to 19,15,0
09/24/2021,20 to 29,161,0.4
09/24/2021,30 to 39,530,1.2
09/24/2021,40 to 49,1325,3
09/24/2021,50 to 59,3759,8.5
09/24/2021,60 to 69,8027,18.1
09/24/2021,70 to 79,11499,25.9
09/24/2021,80 to 89,11999,27
09/24/2021,90 and Over,7031,15.9
09/24/2021,Unknown,9,0
09/24/2021,Statewide Total,44372,100
09/23/2021,0 to 9,17,0
09/23/2021,10 to 19,15,0
09/23/2021,20 to 29,161,0.4
09/23/2021,30 to 39,529,1.2
09/23/2021,40 to 49,1324,3
09/23/2021,50 to 59,3753,8.5
09/23/2021,60 to 69,8021,18.1
09/23/2021,70 to 79,11491,25.9
09/23/2021,80 to 89,11995,27.1
09/23/2021,90 and Over,7025,15.8
09/23/2021,Unknown,9,0
09/23/2021,Statewide Total,44340,100
09/22/2021,0 to 9,17,0
09/22/2021,10 to 19,15,0
09/22/2021,20 to 29,160,0.4
09/22/2021,30 to 39,525,1.2
09/22/2021,40 to 49,1323,3
09/22/2021,50 to 59,3750,8.5
09/22/2021,60 to 69,8014,18.1
09/22/2021,70 to 79,11487,25.9
09/22/2021,80 to 89,11990,27
09/22/2021,90 and Over,7023,15.9
09/22/2021,Unknown,9,0
09/22/2021,Statewide Total,44313,100
09/21/2021,0 to 9,17,0
09/21/2021,10 to 19,15,0
09/21/2021,20 to 29,160,0.4
09/21/2021,30 to 39,524,1.2
09/21/2021,40 to 49,1323,3
09/21/2021,50 to 59,3747,8.5
09/21/2021,60 to 69,8007,18.1
09/21/2021,70 to 79,11473,25.9
09/21/2021,80 to 89,11979,27
09/21/2021,90 and Over,7017,15.9
09/21/2021,Unknown,9,0
09/21/2021,Statewide Total,44271,100
09/20/2021,0 to 9,17,0
09/20/2021,10 to 19,15,0
09/20/2021,20 to 29,160,0.4
09/20/2021,30 to 39,522,1.2
09/20/2021,40 to 49,1323,3
09/20/2021,50 to 59,3744,8.5
09/20/2021,60 to 69,8003,18.1
09/20/2021,70 to 79,11464,25.9
09/20/2021,80 to 89,11968,27
09/20/2021,90 and Over,7013,15.9
09/20/2021,Unknown,9,0
09/20/2021,Statewide Total,44238,100
09/19/2021,0 to 9,17,0
09/19/2021,10 to 19,15,0
09/19/2021,20 to 29,159,0.4
09/19/2021,30 to 39,521,1.2
09/19/2021,40 to 49,1319,3
09/19/2021,50 to 59,3744,8.5
09/19/2021,60 to 69,7993,18.1
09/19/2021,70 to 79,11455,25.9
09/19/2021,80 to 89,11958,27
09/19/2021,90 and Over,7007,15.9
09/19/2021,Unknown,9,0
09/19/2021,Statewide Total,44197,100
09/18/2021,0 to 9,17,0
09/18/2021,10 to 19,15,0
09/18/2021,20 to 29,159,0.4
09/18/2021,30 to 39,520,1.2
09/18/2021,40 to 49,1316,3
09/18/2021,50 to 59,3739,8.5
09/18/2021,60 to 69,7987,18.1
09/18/2021,70 to 79,11450,25.9
09/18/2021,80 to 89,11950,27
09/18/2021,90 and Over,7003,15.9
09/18/2021,Unknown,9,0
09/18/2021,Statewide Total,44165,100
09/17/2021,0 to 9,17,0
09/17/2021,10 to 19,15,0
09/17/2021,20 to 29,159,0.4
09/17/2021,30 to 39,520,1.2
09/17/2021,40 to 49,1311,3
09/17/2021,50 to 59,3736,8.5
09/17/2021,60 to 69,7984,18.1
09/17/2021,70 to 79,11438,25.9
09/17/2021,80 to 89,11946,27
09/17/2021,90 and Over,6998,15.9
09/17/2021,Unknown,9,0
09/17/2021,Statewide Total,44133,100
09/16/2021,0 to 9,17,0
09/16/2021,10 to 19,15,0
09/16/2021,20 to 29,159,0.4
09/16/2021,30 to 39,519,1.2
09/16/2021,40 to 49,1308,3
09/16/2021,50 to 59,3733,8.5
09/16/2021,60 to 69,7977,18.1
09/16/2021,70 to 79,11430,25.9
09/16/2021,80 to 89,11940,27
09/16/2021,90 and Over,6997,15.9
09/16/2021,Unknown,9,0
09/16/2021,Statewide Total,44104,100
09/15/2021,0 to 9,17,0
09/15/2021,10 to 19,15,0
09/15/2021,20 to 29,158,0.4
09/15/2021,30 to 39,518,1.2
09/15/2021,40 to 49,1307,3
09/15/2021,50 to 59,3727,8.5
09/15/2021,60 to 69,7972,18.1
09/15/2021,70 to 79,11421,25.9
09/15/2021,80 to 89,11933,27
09/15/2021,90 and Over,6993,15.9
09/15/2021,Unknown,9,0
09/15/2021,Statewide Total,44070,100
09/14/2021,0 to 9,17,0
09/14/2021,10 to 19,15,0
09/14/2021,20 to 29,158,0.4
09/14/2021,30 to 39,518,1.2
09/14/2021,40 to 49,1305,3
09/14/2021,50 to 59,3721,8.5
09/14/2021,60 to 69,7965,18.1
09/14/2021,70 to 79,11412,25.9
09/14/2021,80 to 89,11927,27
09/14/2021,90 and Over,6989,15.9
09/14/2021,Unknown,9,0
09/14/2021,Statewide Total,44036,100
09/13/2021,0 to 9,17,0
09/13/2021,10 to 19,15,0
09/13/2021,20 to 29,158,0.4
09/13/2021,30 to 39,518,1.2
09/13/2021,40 to 49,1304,3
09/13/2021,50 to 59,3716,8.4
09/13/2021,60 to 69,7958,18.1
09/13/2021,70 to 79,11405,25.9
09/13/2021,80 to 89,11921,27.1
09/13/2021,90 and Over,6984,15.9
09/13/2021,Unknown,9,0
09/13/2021,Statewide Total,44005,100
09/12/2021,0 to 9,17,0
09/12/2021,10 to 19,15,0
09/12/2021,20 to 29,158,0.4
09/12/2021,30 to 39,518,1.2
09/12/2021,40 to 49,1304,3
09/12/2021,50 to 59,3711,8.4
09/12/2021,60 to 69,7954,18.1
09/12/2021,70 to 79,11400,25.9
09/12/2021,80 to 89,11915,27.1
09/12/2021,90 and Over,6976,15.9
09/12/2021,Unknown,9,0
09/12/2021,Statewide Total,43977,100
09/11/2021,0 to 9,17,0
09/11/2021,10 to 19,15,0
09/11/2021,20 to 29,158,0.4
09/11/2021,30 to 39,518,1.2
09/11/2021,40 to 49,1303,3
09/11/2021,50 to 59,3708,8.4
09/11/2021,60 to 69,7946,18.1
09/11/2021,70 to 79,11393,25.9
09/11/2021,80 to 89,11909,27.1
09/11/2021,90 and Over,6972,15.9
09/11/2021,Unknown,9,0
09/11/2021,Statewide Total,43948,100
09/10/2021,0 to 9,17,0
09/10/2021,10 to 19,15,0
09/10/2021,20 to 29,158,0.4
09/10/2021,30 to 39,517,1.2
09/10/2021,40 to 49,1302,3
09/10/2021,50 to 59,3703,8.4
09/10/2021,60 to 69,7941,18.1
09/10/2021,70 to 79,11386,25.9
09/10/2021,80 to 89,11901,27.1
09/10/2021,90 and Over,6969,15.9
09/10/2021,Unknown,9,0
09/10/2021,Statewide Total,43918,100
09/09/2021,0 to 9,16,0
09/09/2021,10 to 19,15,0
09/09/2021,20 to 29,158,0.4
09/09/2021,30 to 39,517,1.2
09/09/2021,40 to 49,1300,3
09/09/2021,50 to 59,3701,8.4
09/09/2021,60 to 69,7933,18.1
09/09/2021,70 to 79,11372,25.9
09/09/2021,80 to 89,11896,27.1
09/09/2021,90 and Over,6965,15.9
09/09/2021,Unknown,9,0
09/09/2021,Statewide Total,43882,100
09/08/2021,0 to 9,16,0
09/08/2021,10 to 19,15,0
09/08/2021,20 to 29,158,0.4
09/08/2021,30 to 39,517,1.2
09/08/2021,40 to 49,1300,3
09/08/2021,50 to 59,3696,8.4
09/08/2021,60 to 69,7926,18.1
09/08/2021,70 to 79,11356,25.9
09/08/2021,80 to 89,11887,27.1
09/08/2021,90 and Over,6959,15.9
09/08/2021,Unknown,9,0
09/08/2021,Statewide Total,43839,100
09/07/2021,0 to 9,16,0
09/07/2021,10 to 19,15,0
09/07/2021,20 to 29,157,0.4
09/07/2021,30 to 39,517,1.2
09/07/2021,40 to 49,1298,3
09/07/2021,50 to 59,3693,8.4
09/07/2021,60 to 69,7923,18.1
09/07/2021,70 to 79,11353,25.9
09/07/2021,80 to 89,11880,27.1
09/07/2021,90 and Over,6958,15.9
09/07/2021,Unknown,9,0
09/07/2021,Statewide Total,43819,100
09/06/2021,0 to 9,16,0
09/06/2021,10 to 19,15,0
09/06/2021,20 to 29,157,0.4
09/06/2021,30 to 39,516,1.2
09/06/2021,40 to 49,1297,3
09/06/2021,50 to 59,3686,8.4
09/06/2021,60 to 69,7921,18.1
09/06/2021,70 to 79,11345,25.9
09/06/2021,80 to 89,11870,27.1
09/06/2021,90 and Over,6955,15.9
09/06/2021,Unknown,9,0
09/06/2021,Statewide Total,43787,100
09/05/2021,0 to 9,16,0
09/05/2021,10 to 19,15,0
09/05/2021,20 to 29,157,0.4
09/05/2021,30 to 39,516,1.2
09/05/2021,40 to 49,1295,3
09/05/2021,50 to 59,3680,8.4
09/05/2021,60 to 69,7911,18.1
09/05/2021,70 to 79,11335,25.9
09/05/2021,80 to 89,11862,27.1
09/05/2021,90 and Over,6954,15.9
09/05/2021,Unknown,9,0
09/05/2021,Statewide Total,43750,100
09/04/2021,0 to 9,16,0
09/04/2021,10 to 19,15,0
09/04/2021,20 to 29,157,0.4
09/04/2021,30 to 39,515,1.2
09/04/2021,40 to 49,1294,3
09/04/2021,50 to 59,3677,8.4
09/04/2021,60 to 69,7906,18.1
09/04/2021,70 to 79,11328,25.9
09/04/2021,80 to 89,11855,27.1
09/04/2021,90 and Over,6952,15.9
09/04/2021,Unknown,9,0
09/04/2021,Statewide Total,43724,100
09/03/2021,0 to 9,16,0
09/03/2021,10 to 19,15,0
09/03/2021,20 to 29,157,0.4
09/03/2021,30 to 39,515,1.2
09/03/2021,40 to 49,1293,3
09/03/2021,50 to 59,3673,8.4
09/03/2021,60 to 69,7898,18.1
09/03/2021,70 to 79,11323,25.9
09/03/2021,80 to 89,11851,27.1
09/03/2021,90 and Over,6947,15.9
09/03/2021,Unknown,9,0
09/03/2021,Statewide Total,43697,100
09/02/2021,0 to 9,16,0
09/02/2021,10 to 19,15,0
09/02/2021,20 to 29,157,0.4
09/02/2021,30 to 39,514,1.2
09/02/2021,40 to 49,1292,3
09/02/2021,50 to 59,3669,8.4
09/02/2021,60 to 69,7889,18.1
09/02/2021,70 to 79,11318,25.9
09/02/2021,80 to 89,11844,27.1
09/02/2021,90 and Over,6944,15.9
09/02/2021,Unknown,9,0
09/02/2021,Statewide Total,43667,100
09/01/2021,0 to 9,16,0
09/01/2021,10 to 19,15,0
09/01/2021,20 to 29,157,0.4
09/01/2021,30 to 39,513,1.2
09/01/2021,40 to 49,1290,3
09/01/2021,50 to 59,3667,8.4
09/01/2021,60 to 69,7879,18.1
09/01/2021,70 to 79,11313,25.9
09/01/2021,80 to 89,11837,27.1
09/01/2021,90 and Over,6939,15.9
09/01/2021,Unknown,9,0
09/01/2021,Statewide Total,43635,100
08/31/2021,0 to 9,16,0
08/31/2021,10 to 19,15,0
08/31/2021,20 to 29,157,0.4
08/31/2021,30 to 39,513,1.2
08/31/2021,40 to 49,1287,3
08/31/2021,50 to 59,3663,8.4
08/31/2021,60 to 69,7874,18.1
08/31/2021,70 to 79,11301,25.9
08/31/2021,80 to 89,11830,27.1
08/31/2021,90 and Over,6936,15.9
08/31/2021,Unknown,9,0
08/31/2021,Statewide Total,43601,100
08/30/2021,0 to 9,16,0
08/30/2021,10 to 19,15,0
08/30/2021,20 to 29,157,0.4
08/30/2021,30 to 39,513,1.2
08/30/2021,40 to 49,1286,3
08/30/2021,50 to 59,3657,8.4
08/30/2021,60 to 69,7870,18.1
08/30/2021,70 to 79,11296,25.9
08/30/2021,80 to 89,11823,27.1
08/30/2021,90 and Over,6931,15.9
08/30/2021,Unknown,9,0
08/30/2021,Statewide Total,43573,100
08/29/2021,0 to 9,16,0
08/29/2021,10 to 19,15,0
08/29/2021,20 to 29,157,0.4
08/29/2021,30 to 39,511,1.2
08/29/2021,40 to 49,1286,3
08/29/2021,50 to 59,3656,8.4
08/29/2021,60 to 69,7866,18.1
08/29/2021,70 to 79,11289,25.9
08/29/2021,80 to 89,11818,27.1
08/29/2021,90 and Over,6928,15.9
08/29/2021,Unknown,9,0
08/29/2021,Statewide Total,43551,100
08/28/2021,0 to 9,16,0
08/28/2021,10 to 19,15,0
08/28/2021,20 to 29,157,0.4
08/28/2021,30 to 39,510,1.2
08/28/2021,40 to 49,1285,3
08/28/2021,50 to 59,3654,8.4
08/28/2021,60 to 69,7865,18.1
08/28/2021,70 to 79,11285,25.9
08/28/2021,80 to 89,11815,27.1
08/28/2021,90 and Over,6922,15.9
08/28/2021,Unknown,9,0
08/28/2021,Statewide Total,43533,100
08/27/2021,0 to 9,16,0
08/27/2021,10 to 19,15,0
08/27/2021,20 to 29,157,0.4
08/27/2021,30 to 39,510,1.2
08/27/2021,40 to 49,1284,3
08/27/2021,50 to 59,3650,8.4
08/27/2021,60 to 69,7861,18.1
08/27/2021,70 to 79,11270,25.9
08/27/2021,80 to 89,11811,27.1
08/27/2021,90 and Over,6921,15.9
08/27/2021,Unknown,9,0
08/27/2021,Statewide Total,43504,100
08/26/2021,0 to 9,16,0
08/26/2021,10 to 19,14,0
08/26/2021,20 to 29,157,0.4
08/26/2021,30 to 39,508,1.2
08/26/2021,40 to 49,1283,3
08/26/2021,50 to 59,3649,8.4
08/26/2021,60 to 69,7854,18.1
08/26/2021,70 to 79,11261,25.9
08/26/2021,80 to 89,11807,27.1
08/26/2021,90 and Over,6918,15.9
08/26/2021,Unknown,9,0
08/26/2021,Statewide Total,43476,100
08/25/2021,0 to 9,16,0
08/25/2021,10 to 19,14,0
08/25/2021,20 to 29,157,0.4
08/25/2021,30 to 39,508,1.2
08/25/2021,40 to 49,1282,3
08/25/2021,50 to 59,3648,8.4
08/25/2021,60 to 69,7850,18.1
08/25/2021,70 to 79,11258,25.9
08/25/2021,80 to 89,11803,27.1
08/25/2021,90 and Over,6913,15.9
08/25/2021,Unknown,9,0
08/25/2021,Statewide Total,43458,100
08/24/2021,0 to 9,16,0
08/24/2021,10 to 19,14,0
08/24/2021,20 to 29,157,0.4
08/24/2021,30 to 39,507,1.2
08/24/2021,40 to 49,1281,3
08/24/2021,50 to 59,3642,8.4
08/24/2021,60 to 69,7844,18.1
08/24/2021,70 to 79,11254,25.9
08/24/2021,80 to 89,11798,27.2
08/24/2021,90 and Over,6910,15.9
08/24/2021,Unknown,9,0
08/24/2021,Statewide Total,43432,100
08/23/2021,0 to 9,16,0
08/23/2021,10 to 19,14,0
08/23/2021,20 to 29,157,0.4
08/23/2021,30 to 39,507,1.2
08/23/2021,40 to 49,1279,3
08/23/2021,50 to 59,3640,8.4
08/23/2021,60 to 69,7841,18.1
08/23/2021,70 to 79,11252,25.9
08/23/2021,80 to 89,11792,27.2
08/23/2021,90 and Over,6908,15.9
08/23/2021,Unknown,9,0
08/23/2021,Statewide Total,43415,100
08/22/2021,0 to 9,16,0
08/22/2021,10 to 19,14,0
08/22/2021,20 to 29,157,0.4
08/22/2021,30 to 39,507,1.2
08/22/2021,40 to 49,1279,3
08/22/2021,50 to 59,3638,8.4
08/22/2021,60 to 69,7838,18.1
08/22/2021,70 to 79,11250,25.9
08/22/2021,80 to 89,11789,27.2
08/22/2021,90 and Over,6907,15.9
08/22/2021,Unknown,9,0
08/22/2021,Statewide Total,43404,100
08/21/2021,0 to 9,16,0
08/21/2021,10 to 19,14,0
08/21/2021,20 to 29,157,0.4
08/21/2021,30 to 39,506,1.2
08/21/2021,40 to 49,1278,3
08/21/2021,50 to 59,3636,8.4
08/21/2021,60 to 69,7833,18.1
08/21/2021,70 to 79,11243,25.9
08/21/2021,80 to 89,11781,27.2
08/21/2021,90 and Over,6903,15.9
08/21/2021,Unknown,9,0
08/21/2021,Statewide Total,43376,100
08/20/2021,0 to 9,16,0
08/20/2021,10 to 19,14,0
08/20/2021,20 to 29,157,0.4
08/20/2021,30 to 39,506,1.2
08/20/2021,40 to 49,1278,3
08/20/2021,50 to 59,3635,8.4
08/20/2021,60 to 69,7828,18.1
08/20/2021,70 to 79,11234,25.9
08/20/2021,80 to 89,11777,27.2
08/20/2021,90 and Over,6901,15.9
08/20/2021,Unknown,9,0
08/20/2021,Statewide Total,43355,100
08/19/2021,0 to 9,16,0
08/19/2021,10 to 19,14,0
08/19/2021,20 to 29,157,0.4
08/19/2021,30 to 39,506,1.2
08/19/2021,40 to 49,1277,3
08/19/2021,50 to 59,3632,8.4
08/19/2021,60 to 69,7821,18.1
08/19/2021,70 to 79,11228,25.9
08/19/2021,80 to 89,11776,27.2
08/19/2021,90 and Over,6899,15.9
08/19/2021,Unknown,9,0
08/19/2021,Statewide Total,43335,100
08/18/2021,0 to 9,16,0
08/18/2021,10 to 19,14,0
08/18/2021,20 to 29,157,0.4
08/18/2021,30 to 39,506,1.2
08/18/2021,40 to 49,1275,2.9
08/18/2021,50 to 59,3628,8.4
08/18/2021,60 to 69,7817,18.1
08/18/2021,70 to 79,11226,25.9
08/18/2021,80 to 89,11771,27.2
08/18/2021,90 and Over,6899,15.9
08/18/2021,Unknown,9,0
08/18/2021,Statewide Total,43318,100
08/17/2021,0 to 9,16,0
08/17/2021,10 to 19,14,0
08/17/2021,20 to 29,157,0.4
08/17/2021,30 to 39,506,1.2
08/17/2021,40 to 49,1275,2.9
08/17/2021,50 to 59,3627,8.4
08/17/2021,60 to 69,7815,18.1
08/17/2021,70 to 79,11218,25.9
08/17/2021,80 to 89,11766,27.2
08/17/2021,90 and Over,6896,15.9
08/17/2021,Unknown,9,0
08/17/2021,Statewide Total,43299,100
08/16/2021,0 to 9,16,0
08/16/2021,10 to 19,14,0
08/16/2021,20 to 29,157,0.4
08/16/2021,30 to 39,506,1.2
08/16/2021,40 to 49,1273,2.9
08/16/2021,50 to 59,3622,8.4
08/16/2021,60 to 69,7814,18.1
08/16/2021,70 to 79,11211,25.9
08/16/2021,80 to 89,11760,27.2
08/16/2021,90 and Over,6895,15.9
08/16/2021,Unknown,9,0
08/16/2021,Statewide Total,43277,100
08/15/2021,0 to 9,16,0
08/15/2021,10 to 19,14,0
08/15/2021,20 to 29,157,0.4
08/15/2021,30 to 39,505,1.2
08/15/2021,40 to 49,1272,2.9
08/15/2021,50 to 59,3618,8.4
08/15/2021,60 to 69,7810,18.1
08/15/2021,70 to 79,11210,25.9
08/15/2021,80 to 89,11757,27.2
08/15/2021,90 and Over,6891,15.9
08/15/2021,Unknown,9,0
08/15/2021,Statewide Total,43259,100
08/14/2021,0 to 9,16,0
08/14/2021,10 to 19,14,0
08/14/2021,20 to 29,157,0.4
08/14/2021,30 to 39,505,1.2
08/14/2021,40 to 49,1272,2.9
08/14/2021,50 to 59,3617,8.4
08/14/2021,60 to 69,7807,18.1
08/14/2021,70 to 79,11208,25.9
08/14/2021,80 to 89,11753,27.2
08/14/2021,90 and Over,6890,15.9
08/14/2021,Unknown,9,0
08/14/2021,Statewide Total,43248,100
08/13/2021,0 to 9,16,0
08/13/2021,10 to 19,14,0
08/13/2021,20 to 29,155,0.4
08/13/2021,30 to 39,504,1.2
08/13/2021,40 to 49,1271,2.9
08/13/2021,50 to 59,3614,8.4
08/13/2021,60 to 69,7806,18.1
08/13/2021,70 to 79,11204,25.9
08/13/2021,80 to 89,11746,27.2
08/13/2021,90 and Over,6890,15.9
08/13/2021,Unknown,9,0
08/13/2021,Statewide Total,43229,100
08/12/2021,0 to 9,16,0
08/12/2021,10 to 19,14,0
08/12/2021,20 to 29,155,0.4
08/12/2021,30 to 39,503,1.2
08/12/2021,40 to 49,1271,2.9
08/12/2021,50 to 59,3614,8.4
08/12/2021,60 to 69,7803,18.1
08/12/2021,70 to 79,11201,25.9
08/12/2021,80 to 89,11742,27.2
08/12/2021,90 and Over,6888,15.9
08/12/2021,Unknown,9,0
08/12/2021,Statewide Total,43216,100
08/11/2021,0 to 9,16,0
08/11/2021,10 to 19,14,0
08/11/2021,20 to 29,155,0.4
08/11/2021,30 to 39,503,1.2
08/11/2021,40 to 49,1271,2.9
08/11/2021,50 to 59,3612,8.4
08/11/2021,60 to 69,7800,18.1
08/11/2021,70 to 79,11199,25.9
08/11/2021,80 to 89,11738,27.2
08/11/2021,90 and Over,6885,15.9
08/11/2021,Unknown,9,0
08/11/2021,Statewide Total,43202,100
08/10/2021,0 to 9,16,0
08/10/2021,10 to 19,14,0
08/10/2021,20 to 29,154,0.4
08/10/2021,30 to 39,502,1.2
08/10/2021,40 to 49,1271,2.9
08/10/2021,50 to 59,3611,8.4
08/10/2021,60 to 69,7796,18.1
08/10/2021,70 to 79,11196,25.9
08/10/2021,80 to 89,11733,27.2
08/10/2021,90 and Over,6882,15.9
08/10/2021,Unknown,9,0
08/10/2021,Statewide Total,43184,100
08/09/2021,0 to 9,16,0
08/09/2021,10 to 19,14,0
08/09/2021,20 to 29,154,0.4
08/09/2021,30 to 39,501,1.2
08/09/2021,40 to 49,1271,2.9
08/09/2021,50 to 59,3609,8.4
08/09/2021,60 to 69,7793,18.1
08/09/2021,70 to 79,11193,25.9
08/09/2021,80 to 89,11728,27.2
08/09/2021,90 and Over,6880,15.9
08/09/2021,Unknown,9,0
08/09/2021,Statewide Total,43168,100
08/08/2021,0 to 9,16,0
08/08/2021,10 to 19,14,0
08/08/2021,20 to 29,154,0.4
08/08/2021,30 to 39,498,1.2
08/08/2021,40 to 49,1271,3
08/08/2021,50 to 59,3609,8.4
08/08/2021,60 to 69,7790,18.1
08/08/2021,70 to 79,11187,25.9
08/08/2021,80 to 89,11723,27.2
08/08/2021,90 and Over,6880,15.9
08/08/2021,Unknown,9,0
08/08/2021,Statewide Total,43151,100
08/07/2021,0 to 9,16,0
08/07/2021,10 to 19,14,0
08/07/2021,20 to 29,154,0.4
08/07/2021,30 to 39,498,1.2
08/07/2021,40 to 49,1271,3
08/07/2021,50 to 59,3607,8.4
08/07/2021,60 to 69,7788,18.1
08/07/2021,70 to 79,11184,25.9
08/07/2021,80 to 89,11720,27.2
08/07/2021,90 and Over,6878,15.9
08/07/2021,Unknown,9,0
08/07/2021,Statewide Total,43139,100
08/06/2021,0 to 9,16,0
08/06/2021,10 to 19,14,0
08/06/2021,20 to 29,153,0.4
08/06/2021,30 to 39,497,1.2
08/06/2021,40 to 49,1269,2.9
08/06/2021,50 to 59,3606,8.4
08/06/2021,60 to 69,7787,18.1
08/06/2021,70 to 79,11183,25.9
08/06/2021,80 to 89,11717,27.2
08/06/2021,90 and Over,6877,16
08/06/2021,Unknown,9,0
08/06/2021,Statewide Total,43128,100
08/05/2021,0 to 9,16,0
08/05/2021,10 to 19,14,0
08/05/2021,20 to 29,153,0.4
08/05/2021,30 to 39,497,1.2
08/05/2021,40 to 49,1268,2.9
08/05/2021,50 to 59,3606,8.4
08/05/2021,60 to 69,7784,18.1
08/05/2021,70 to 79,11180,25.9
08/05/2021,80 to 89,11713,27.2
08/05/2021,90 and Over,6876,16
08/05/2021,Unknown,9,0
08/05/2021,Statewide Total,43116,100
08/04/2021,0 to 9,16,0
08/04/2021,10 to 19,14,0
08/04/2021,20 to 29,153,0.4
08/04/2021,30 to 39,496,1.2
08/04/2021,40 to 49,1267,2.9
08/04/2021,50 to 59,3606,8.4
08/04/2021,60 to 69,7784,18.1
08/04/2021,70 to 79,11179,25.9
08/04/2021,80 to 89,11711,27.2
08/04/2021,90 and Over,6876,16
08/04/2021,Unknown,9,0
08/04/2021,Statewide Total,43111,100
08/03/2021,0 to 9,16,0
08/03/2021,10 to 19,14,0
08/03/2021,20 to 29,153,0.4
08/03/2021,30 to 39,496,1.2
08/03/2021,40 to 49,1266,2.9
08/03/2021,50 to 59,3606,8.4
08/03/2021,60 to 69,7782,18.1
08/03/2021,70 to 79,11178,25.9
08/03/2021,80 to 89,11710,27.2
08/03/2021,90 and Over,6875,16
08/03/2021,Unknown,9,0
08/03/2021,Statewide Total,43105,100
08/02/2021,0 to 9,16,0
08/02/2021,10 to 19,14,0
08/02/2021,20 to 29,153,0.4
08/02/2021,30 to 39,496,1.2
08/02/2021,40 to 49,1265,2.9
08/02/2021,50 to 59,3605,8.4
08/02/2021,60 to 69,7780,18.1
08/02/2021,70 to 79,11176,25.9
08/02/2021,80 to 89,11709,27.2
08/02/2021,90 and Over,6875,16
08/02/2021,Unknown,9,0
08/02/2021,Statewide Total,43098,100
08/01/2021,0 to 9,16,0
